phrase_woodruff,phrases_scriptures,similarity_scores,verse_title
o lord i ask thee in the name of jesus christ thy son to look,o god the eternal father we ask thee in the name of thy son jesus,0.6969691182465968,Doctrine and Covenants 20:79
life is in relation to our dead paul cannot be made perfect without us for,as paul says concerning the fathersthat they without us cannot be made perfectneither can we without our dead be made perfect,0.6967134057141667,Doctrine and Covenants 128:15
the voice of god saying this is my beloved son and now for the secret,came a voice out of heaven saying this is my beloved son,0.6961204742532006,Doctrine and Covenants 93:15
is power in the charters of nauvoo shall be saved he that believeth not shall,and he that believeth and is baptized shall be saved and he that believeth not and is not baptized shall be damned,0.6952813735418429,Doctrine and Covenants 112:29
lest he condemn thee if thou shalt find that which thy neighbor has lost thou,if thou shalt find that which thy neighbor has lost thou shalt make diligent search,0.6949304593094114,Doctrine and Covenants 136:26
the lord unto my servant john taylor 1808 and my servant wilford woodruff and my,places where my servant joseph and my servant sidney and my servant hyrum cannot come,0.6943559664535124,Doctrine and Covenants 112:17
saints will hearken unto my voice and the counsel of my servants the wicked shall,and if my people will hearken unto my voice and unto the voice of my,0.6941703141842068,Doctrine and Covenants 124:45
battles as i have said in a former commandment it is not my will that,for as i said in a former commandment even so will i fulfili will fight your battles,0.6939170941981421,Doctrine and Covenants 105:14
children and was spoken of seal the hearts of the children to the fathers malachi,the hearts of the fathers to the children and the hearts of the children to,0.6938961996986904,Doctrine and Covenants 27:9
general conference of the the church of jesus christ of latterday saints met in the,let all the people of the church of jesus christ of latterday saints and those,0.6937111196467489,Doctrine and Covenants 136:2
a mission to the nations of the earth we go and preach the gospel and,we believe it just to preach the gospel to the nations of the earth and,0.6936833964737441,Doctrine and Covenants 134:12
my laws and the gates of hell shall not prevail against you fear not for,gates of hell shall not prevail against you for my grace is sufficient for you,0.6932301402591597,Doctrine and Covenants 17:8
unpardonable sin and there is no forgiveness in this world nor in the world to,concerning whom i have said there is no forgiveness in this world nor in the world to come,0.692790106208877,Doctrine and Covenants 76:34
as great a prophet and he that believeth it may be saved and he that,and he that believeth and is baptized shall be saved and he that believeth not shall be damned,0.6921692590693332,Doctrine and Covenants 68:9
by mine angels my ministering servents and by mine own voice out of the heavens,the ministering of angels and by mine own voice and by the voice of thunderings,0.6912937636904968,Doctrine and Covenants 43:25
the apostles unto myself for i take whom i will take and preserve in life,who willeth to take even them whom he will take and preserveth in life them whom he will preserve,0.6908459710149929,Doctrine and Covenants 63:3
might to prepare for those who are to tarry let each company with their captains,when the companies are organized let them go to with their might to prepare for those who are to tarry,0.6896972561215137,Doctrine and Covenants 136:6
lord come and he shall turn the hearts of the fathers to the children and,the hearts of the fathers to the children and the hearts of the children to,0.6896261974902949,Doctrine and Covenants 27:9
not belong to the church of christ of chbelong to the church of the devil,of the church to belong to the church,0.6895281647126568,Doctrine and Covenants 51:4
to bring forth my work which foundation he did lay and was faithful and i,which foundation he did lay and was faithful and i took him to myself,0.6890927333812095,Doctrine and Covenants 136:38
be many the sword of the lord is bathed in heaven and is about to,and the anger of the lord is kindled and his sword is bathed in heaven,0.6889586105155678,Doctrine and Covenants 1:13
should pass away my words shall not pass away if a man is born of,and though the heaven and the earth pass away these words shall not pass away but shall be fulfilled,0.6883228316793497,Doctrine and Covenants 56:11
commandments and statutes of the lord our god let the companies be organized with captains,all the commandments and statutes of the lord our god,0.6875989047785608,Doctrine and Covenants 136:2
seal on earth shall be sealed in heaven and what we record on earth shall,earth shall be recorded in heaven and whatsoever you do not record on earth shall,0.6875959879029493,Doctrine and Covenants 128:8
judgmet is fully come and shall be poured out without measure upon the wicked but,be poured out upon the wicked without measure,0.6871285841132485,Doctrine and Covenants 1:9
and what i the lord say unto you mine apostles i say unto my servants,and as i said unto mine apostles even so i say unto you for you,0.6858487835398799,Doctrine and Covenants 84:63
the lord unto my servant john taylor 1808 and my servant wilford woodruff and my,let my servant orson hyde journey with my servant orson pratt whithersoever my servant joseph,0.6857391082784633,Doctrine and Covenants 103:40
"for the dead if the dead rise not and"" if their is one word of",the dead if the dead rise not at all why are they then baptized for the dead,0.6852294678795051,Doctrine and Covenants 128:16
work in this part of the land the churches in this part of the vineyard,of me in this part of my vineyard,0.6851287878593094,Doctrine and Covenants 72:5
many souls shall be given unto the[e] and great shall be thy reward and eternal,great shall be their reward and eternal shall be their glory,0.6850555408505543,Doctrine and Covenants 76:6
meeting in the afternoon on the testimony of the book of the book of mormon,to seal the testimony of this book and the book of mormon we announce the,0.6846596085434611,Doctrine and Covenants 135:1
o lord i ask thee in the name of jesus christ thy son to look,and now we ask thee holy father in the name of jesus christ the son,0.684089621853576,Doctrine and Covenants 109:4
extend to the laying on of hands for the giving of the holy ghost that,and to confirm the church by the laying on of the hands and the giving of the holy ghost,0.6840029828294072,Doctrine and Covenants 20:43
should pass away my words shall not pass away if a man is born of,though the heavens and the earth pass away my word shall not pass away but,0.683325710967288,Doctrine and Covenants 1:38
rejected as a church with your dead saith the lord so if that house is,the appointment ye shall be rejected as a church with your dead saith the lord your god,0.6828698738934903,Doctrine and Covenants 124:32
utah territory may they feel thy power and be constrained to acknowledge that the power,feel thy power and feel constrained to acknowledge that thou hast sanctified it and that,0.6822631408949865,Doctrine and Covenants 109:13
apostle said we have precept upon precept line upon line here a little and there,for he will give unto the faithful line upon line precept upon precept and i will try you and prove you herewith,0.6818428771729041,Doctrine and Covenants 98:12
and guideance thus saith the lord unto my servant john taylor 1808 and my servant,verily thus saith the lord unto my servant william marks and also unto my servant,0.6815221953093622,Doctrine and Covenants 117:1
ancient of days the father of all and the prince of all i quoted the,and also with michael or adam the father of all the prince of all the ancient of days,0.6814265381132801,Doctrine and Covenants 27:11
the matter death is here it is death that has caused it death is in,is the first death even that same death which is the last death which is,0.6811877941464684,Doctrine and Covenants 29:41
quorum of the present twelve orson hyde parley parker pratt orson pratt wilford woodruff john,they are heber c kimball parley p pratt orson pratt orson hyde william smith john,0.6810027547104808,Doctrine and Covenants 124:129
draw his sword against his neighbor will be oblieged to flee to zion for safety,take his sword against his neighbor must needs flee unto zion for safety,0.6807272082440032,Doctrine and Covenants 45:68
the lord unto my servant john taylor 1808 and my servant wilford woodruff and my,my servant oliver cowdery and also unto my servant john whitmer and also unto my,0.6796959677531422,Doctrine and Covenants 70:1
voice and the gates of hell shall not prevail against you fear not for lo,my rock the gates of hell shall not prevail against you,0.679480480962913,Doctrine and Covenants 18:5
orson hyde parley parker pratt orson pratt willard richards w woodruff john taylor 1808 and,they are heber c kimball parley p pratt orson pratt orson hyde william smith john,0.6794187921470405,Doctrine and Covenants 124:129
church of jesus christ of latterday saints i would write the history of the church,let all the people of the church of jesus christ of latterday saints and those,0.6784981705235835,Doctrine and Covenants 136:2
all eternity is pained and the angels are waiting the great command to go forth,which causeth silence to reign and all eternity is pained and the angels are waiting,0.6782539062594788,Doctrine and Covenants 38:12
lift up your voice as with the sound of a trumpet long and loud as,to lift up your voice as with the sound of a trump both long and,0.6779806069256217,Doctrine and Covenants 34:6
off from the church and given over to the buffetings of satan until the day,shall be delivered over to the buffetings of satan until the day of redemption,0.6771925668248981,Doctrine and Covenants 78:12
i am with you until i come i come quickly even so amen copied by,behold i am jesus christ and i come quickly even so amen,0.676662320372402,Doctrine and Covenants 49:28
the lord unto my servant john taylor 1808 and my servant wilford woodruff and my,and also my servant ezra thayre and my servant thomas b marsh,0.6764811374411288,Doctrine and Covenants 75:31
tabernacle he created us in the likeness of his own image the son has also,and that he created man male and female after his own image and in his own likeness created he them,0.6761557777408339,Doctrine and Covenants 20:18
created neither indeed can be and were from all eternity and that god formed the,not created or made neither indeed can be,0.6758321919311592,Doctrine and Covenants 93:29
we say unto you that you shall have power over your enemies and you shall,say unto you that i give unto you a commandment that you shall go and,0.6752400441329964,Doctrine and Covenants 49:1
we have held the power of government from generation to generation and what nation now,himself and his generation from generation to generation,0.6749894880134099,Doctrine and Covenants 124:80
and the love of god our father and the grace of jesus christ our lord,the church through the will of god the father and the grace of your lord jesus christ,0.6749535150538066,Doctrine and Covenants 21:1
this is eternal life to know god and jesus christ whom he has sent and,this is eternal livesto know the only wise and true god and jesus christ whom,0.6742494482644596,Doctrine and Covenants 132:24
have been we cannot be perfect without them no more than they can be perfect,them cannot be made perfect neither can they without us be made perfect neither can,0.6737490312776537,Doctrine and Covenants 128:18
he was bowed down with age being full of the holy ghost predicted whatsoever should,down with age being full of the holy ghost predicted whatsoever should befall his posterity unto the latest generation,0.6734632797520688,Doctrine and Covenants 107:56
this church is organized with a presidency of 3 men the quorum of the twelve,a quorum of the presidency of the church,0.6732987472399442,Doctrine and Covenants 107:22
have for them even the glory of zion and he that will not bear chastizment,the glory that i have for them even the glory of zion and he that,0.673227331404246,Doctrine and Covenants 136:31
smith jr hyrum smith brigham young john taylor 1808 wilford woodruff george quayle cannon and,the prophet joseph smith and my father hyrum smith brigham young john taylor wilford woodruff,0.6731984280275101,Doctrine and Covenants 138:53
we say unto you that you shall have power over your enemies and you shall,and it shall be given unto you power over that spirit and you shall proclaim,0.6728126787108439,Doctrine and Covenants 50:32
our covenant that we will walk in all the ordinances of the lord let each,and this shall be our covenantthat we will walk in all the ordinances of the lord,0.6726181344085714,Doctrine and Covenants 136:4
thou shalt have a residence in zion and do a great work there thou shalt,for thou shalt devote all thy service in zion and in this thou shalt have strength,0.6707736402291655,Doctrine and Covenants 24:7
of the truth of the fulness of the gospel the book of mormon and it,my gospel which are in the bible and the book of mormon in the which is the fulness of the gospel,0.6707235514962467,Doctrine and Covenants 42:12
throughout the united states and the cup of their iniquity is full and the hour,will i do when the cup of their iniquity is full,0.6704096439366882,Doctrine and Covenants 101:11
were ministering spirits to them who should be heirs of salvation in the afternoon george,minister for them or who are appointed to be ministering spirits for them for they shall be heirs of salvation,0.6703888604901773,Doctrine and Covenants 76:88
walking would walk and not be weary run and not faint for they would have,and shall run and not be weary and shall walk and not faint,0.6703088828550181,Doctrine and Covenants 89:20
in this life and eternal life in the world to come thus saith the lord,peace in this world and eternal life in the world to come,0.6701889426954519,Doctrine and Covenants 59:23
this time forth that we may not look upon sin with any degree of allowance,for i the lord cannot look upon sin with the least degree of allowance,0.6701023048583974,Doctrine and Covenants 1:31
what they loosed on earth should be loosed 1862 in heaven and what you record,loose on earth shall be loosed in heaven,0.6700882218693883,Doctrine and Covenants 124:93
children and was spoken of seal the hearts of the children to the fathers malachi,children to their fathers and the hearts of the fathers to the children,0.6697947743874161,Doctrine and Covenants 98:16
not pass away until all should be fulfilled though heaven and earth should pass away,though the heavens and the earth pass away my word shall not pass away but,0.669625561225169,Doctrine and Covenants 1:38
the warning of all the gentile world that they may be left without excuse when,falleth that they may be left also without excuse,0.6693887360327425,Doctrine and Covenants 124:7
to seal the fathers to their children the children to their fathers and to assist,fathers and the hearts of the children shall turn to their fathers,0.6691853334818579,Doctrine and Covenants 2:2
by you will understand and see that all is right wo wo wo unto all,my voice but harden their hearts and wo wo wo is their doom,0.6691777183656967,Doctrine and Covenants 38:6
earth pass away the testimony of inspiration will not pass away but will all be,though the heavens and the earth pass away my word shall not pass away but,0.6688598060049785,Doctrine and Covenants 1:38
faithful in keeping all my words that i have given you from the days of,all my words that i have given you from the days of adam to abraham,0.668665415644913,Doctrine and Covenants 136:37
chargeable to no man as thou knowest for thou knowest all our ways thou hast,but thou knowest that thou hast a great love for the children of jacob who,0.6686295283939738,Doctrine and Covenants 109:61
the body of the house john taylor as prophet seer and revelator and president of,church to be a translator a revelator a seer and prophet,0.6683072276110388,Doctrine and Covenants 124:125
thousand miles to preach the gospel to the nations of the earth and that to,we believe it just to preach the gospel to the nations of the earth and,0.6681514775775994,Doctrine and Covenants 134:12
his life for my sake for he that layeth down his life for my shake,and whoso layeth down his life in my cause for my name's sake shall find it again even life eternal,0.6675050025956464,Doctrine and Covenants 98:13
would take unto thyself them whom thou woulds take and preserve in life them whom,who willeth to take even them whom he will take and preserveth in life them whom he will preserve,0.6673868109679658,Doctrine and Covenants 63:3
the lord unto my servant john taylor 1808 and my servant wilford woodruff and my,and also my servant john murdock and my servant hyrum smith take their journey unto,0.6672944563323175,Doctrine and Covenants 52:8
shall be cast up in the midst of the great deep their enemies shall become,and an highway shall be cast up in the midst of the great deep,0.6670253444198503,Doctrine and Covenants 133:27
children and the hearts of the children unto the fathers even those who are in,to turn the hearts of the fathers to the children and the children to the,0.6668566922828854,Doctrine and Covenants 110:15
in the last days to save my people israel cease to contend one with another,cease to contend one with another cease to speak evil one of another,0.6666595616235538,Doctrine and Covenants 136:23
and are not able to abide a celestial glory they will have a glory according,for he who is not able to abide the law of a celestial kingdom cannot abide a celestial glory,0.6665527669567843,Doctrine and Covenants 88:22
did not profess to be a prophet seer and revelator as joseph smith jr was,church to be a translator a revelator a seer and prophet,0.6665408090956172,Doctrine and Covenants 124:125
jan 1880 thus saith the lord unto my servant wilford woodruff i have heard thy,verily thus saith the lord unto you my servant thomas i have heard thy prayers,0.6660992240773418,Doctrine and Covenants 112:1
lord come and he shall turn the hearts of the fathers to the children and,children to their fathers and the hearts of the fathers to the children,0.6656909669726123,Doctrine and Covenants 98:16
the power of elijah to seal those who dwell on earth to those which dwell,to those who dwell on it and this earth will be christ's,0.6652263639530058,Doctrine and Covenants 130:9
and what i the lord say unto you mine apostles i say unto my servants,and now verily i say unto you and what i say unto one i say,0.6649963669121118,Doctrine and Covenants 61:36
of april i received the ordinance of the washing of feet under the hands of,and he shall be received by the ordinance of the washing of feet for unto,0.6648839446274586,Doctrine and Covenants 88:139
spoken and i excuse not myself and though the heavens and [earth] pass away my,though the heavens and the earth pass away my word shall not pass away but,0.6648228319996431,Doctrine and Covenants 1:38
ye latter day saints do ye not know these things are true you do and,ye are justified in saying that ye do not know that they are true,0.6646129571342861,Doctrine and Covenants 67:7
ancient fathers and the children to the fathers now and those which are to come,children to their fathers and the hearts of the fathers to the children,0.6644326252315536,Doctrine and Covenants 98:16
for the remission of sins but i say in the name of the lord that,not baptized in water in my name for the remission of their sins that they,0.6643374099892196,Doctrine and Covenants 84:74
am in the father and the father in me now i do not suppose that,and the father and i are one i am in the father and the father,0.6640335298880227,Doctrine and Covenants 50:43
sixth of april in the year of our lord one thousand eight hundred and thirty,of february in the year of our lord one thousand eight hundred and thirtytwo,0.664015392441623,Doctrine and Covenants 76:11
innocent blood for which their is no forgiveness in this world nor in the world,concerning whom i have said there is no forgiveness in this world nor in the world to come,0.6640101651453227,Doctrine and Covenants 76:34
hear the lord say through m his servant joseph smith jr let my servant brigham,let my servant orson hyde journey with my servant orson pratt whithersoever my servant joseph,0.6634463888242648,Doctrine and Covenants 103:40
in council in the evening i was baptized for the remission of my sins under,not baptized in water in my name for the remission of their sins that they,0.6631861308563848,Doctrine and Covenants 84:74
attended the [[school of the prophets|school of the prophets]] in the afternoon several of the,to one another in the house of god in the school of the prophets,0.6628443461109793,Doctrine and Covenants 88:136
to the 1st of st john the light shineth in darkness and and again the,the light shineth in darkness and the darkness comprehendeth it not nevertheless the day shall,0.662277486285252,Doctrine and Covenants 88:49
himself and calling upon the lord his god that his eyes may be opened that,his god that his eyes may be opened that he may see and his ears opened that he may hear,0.6620145090311698,Doctrine and Covenants 136:32
at the coming of the son of man what are the signs of the times,for the great day of the lord to come even for the signs of the coming of the son of man,0.6604597804823187,Doctrine and Covenants 45:39
shall not escape the damnation of hell what is the damnation of hell to go,them saith the lord of hosts a generation of vipers shall not escape the damnation of hell,0.6597958001683426,Doctrine and Covenants 121:23
aaronic priesthood the presidency of the priest quorum the presidency of the teachers quorum and,a quorum of the presidency of the church,0.6594278315846283,Doctrine and Covenants 107:22
the year of our lord one thousand eight hundred and thirty six joseph smith jr,of february in the year of our lord one thousand eight hundred and thirtytwo,0.6592879515193343,Doctrine and Covenants 76:11
eye hath seen nor ear heard neither hath it entered into the heart of man,seen nor ear heard nor yet entered into the heart of man,0.6591100291285554,Doctrine and Covenants 76:10
hast borrowed and if thou canst not repay then go straitway and tell thy neighbor,if thou canst not repay then go straightway and tell thy neighbor lest he condemn thee,0.6573716243909423,Doctrine and Covenants 136:25
following words o god the eternal father i ask in the name of jesus christ,o god the eternal father we ask thee in the name of thy son jesus,0.6564063296248853,Doctrine and Covenants 20:77
following words o god the eternal father i ask in the name of jesus christ,o god the eternal father we ask thee in the name of thy son jesus,0.6564063296248853,Doctrine and Covenants 20:79
obtained means and brigham young heber chase kimball orson hyde orson pratt william smith w,they are heber c kimball parley p pratt orson pratt orson hyde william smith john,0.6563163625041141,Doctrine and Covenants 124:129
blood that his testimony might rest upon all nations that the wicked might be left,his testimony with his blood that he might be honored and the wicked might be condemned,0.6562264113918207,Doctrine and Covenants 136:39
darkness rather than the light because their deeds are evil 12 the lord has raised,for they love darkness rather than light and their deeds are evil and they receive,0.6556323567907544,Doctrine and Covenants 29:45
in this last dispensation and fulness of times^ and the other the president of the,times shall be revealed in the days of the dispensation of the fulness of times,0.654957823428902,Doctrine and Covenants 121:31
repent of all his sins and be baptized for the remission of his sins then,yea repent and be baptized every one of you for a remission of your sins,0.6549132960054839,Doctrine and Covenants 33:11
the lord unto my servant john taylor 1808 and my servant wilford woodruff and my,it is my will that my servant parley p pratt and my servant lyman wight,0.6547986359063308,Doctrine and Covenants 103:30
jr shall all be fulfilled and though heaven and earth pass away my words shall,have told you shall not pass away until all shall be fulfilled,0.6546705026836322,Doctrine and Covenants 45:23
hen gathereth her chickens under her wings but they would not god and angels dont,for behold i will gather them as a hen gathereth her chickens under her wings if they will not harden their hearts,0.653917460362071,Doctrine and Covenants 10:65
and guideance thus saith the lord unto my servant john taylor 1808 and my servant,and again verily thus saith the lord let my servant orson hyde and my servant,0.6539136351795392,Doctrine and Covenants 75:13
you shall be damned saith the lord now after obeying this law for many years,law or he shall be damned saith the lord god,0.6534380897964636,Doctrine and Covenants 132:6
innocent blood for which their is no forgiveness in this world nor in the world,not have forgiveness of sins in this world nor in the world to come,0.6533780311104673,Doctrine and Covenants 84:41
shall be blessed in your flocks and in your herds and in your fields and,fields and in your houses and in your families,0.6533777503122284,Doctrine and Covenants 136:11
"in the morning upon the text ""strait is the gate and narrow the way that",for strait is the gate and narrow the way that leadeth unto the exaltation and,0.6531802557587085,Doctrine and Covenants 132:22
in this last dispensation and fulness of times^ and the other the president of the,unto babes and sucklings in this the dispensation of the fulness of times,0.653070595146458,Doctrine and Covenants 128:18
thou shalt have a residence in zion and do a great work there thou shalt,thou shalt not take thy brother's garment thou shalt pay for that which thou shalt receive of thy brother,0.6529893587277966,Doctrine and Covenants 42:54
nation and i will cut off those wicked and unjust stewards and appoint them there,off those wicked unfaithful and unjust stewards and appoint them their portion among hypocrites and unbelievers,0.6528871428626305,Doctrine and Covenants 101:90
inspired by the power of god in this the last dispensation and fulness of times,the last days and for the last time in the which is the dispensation of the fulness of times,0.6528073088007866,Doctrine and Covenants 112:30
thou shalt be a comfort unto them thou shalt be baptized the day thou art,thou shalt not take thy brother's garment thou shalt pay for that which thou shalt receive of thy brother,0.6524959533360787,Doctrine and Covenants 42:54
o lord in these our petitions and answer us from heaven thine holy habitation and,o lord god almighty hear us in these our petitions and answer us from heaven,0.6522442408686095,Doctrine and Covenants 109:77
general conference of the church of jesus christ of latterday saints met this morning in,let all the people of the church of jesus christ of latterday saints and those,0.6520965217554472,Doctrine and Covenants 136:2
god our eternal father we ask in the name of thy son jesus christ that,and now we ask thee holy father in the name of jesus christ the son,0.6517856951039305,Doctrine and Covenants 109:4
god president young said i read that when the wicked rule the people mourn ask,nevertheless when the wicked rule the people mourn,0.6517074595625496,Doctrine and Covenants 98:9
knowledge of things in heaven and on earth of kingdoms and countries things which are,the judgments which are on the land and a knowledge also of countries and of kingdoms,0.6511052877664723,Doctrine and Covenants 88:79
the ogden stake of zion we organized into the united order of zion and appointed,the united order of the city of zion,0.6506185275478142,Doctrine and Covenants 104:48
the children and the hearts of the children to their fathers lest i come and,fathers and the hearts of the children shall turn to their fathers,0.6505522183314361,Doctrine and Covenants 2:2
in god ^thou art of the blood of ephraim^ thou shalt have a celestial crown,and if thou art faithful unto the end thou shalt have a crown of immortality,0.6504549468725308,Doctrine and Covenants 81:6
church of jesus christ of latterday saints met this morning in the tabernacle salt lake,let all the people of the church of jesus christ of latterday saints and those,0.6501596484200924,Doctrine and Covenants 136:2
that they may hear his voice and no longer stay themselves but 10 smite the,and their prophets shall hear his voice and shall no longer stay themselves and they,0.6500233937755178,Doctrine and Covenants 133:26
